Batch ID,Machine ID,Fabric type,Operator,Shift,Production quantity,Production speed,Waste quantity,Machine age,Last maintenance date,Humidity,Temperature
B-00062,M-05,Silk,Op-09,Night,1524.5101601245353,114.2377296920458,64.91172067356719,5.4656588241126585,2025-09-02,72.24376554847274,20.465438714716516
B-00063,M-09,Polyester,Op-16,Night,922.7821621600999,123.63296552433125,36.36023950730625,10.75432031509811,2025-08-28,61.4471423389942,37.549440270541055
B-00064,M-10,Silk,Op-16,Night,1705.221395577273,156.4069145142613,84.61343637852686,3.4841536129161197,2025-11-29,67.53073758204292,36.136694785345284
B-00065,M-04,Cotton,Op-07,Evening,1118.9265153671397,174.40361715855664,49.60929672032814,11.869781450387956,2026-06-27,47.040177012650894,38.61514651207129
B-00066,M-10,Wool,Op-20,Evening,1143.4910410625275,250.17421355829947,34.544972865413754,11.563600237185552,2026-07-07,35.15619344179663,38.05105813359133
B-00067,M-01,Cotton,Op-18,Evening,1739.6861991616124,527.3860030358401,459.03834553635,13.537325198946807,2025-09-04,49.46008393670816,20.216753029605968
B-00068,M-08,Denim,Op-11,Morning,1925.0929505762074,290.1214293875112,41.82924909092022,9.028130433726005,2026-08-01,61.59186060848997,28.968910439566393
B-00069,M-01,Polyester,Op-05,Night,992.996818054874,234.50369121540768,13.55266298513012,11.53324341212752,2026-03-25,69.57895218629243,35.79236285589108
B-00070,M-09,Denim,Op-15,Evening,1241.6304570538723,111.51175200332885,29.844575267422837,8.693404352532298,2026-03-28,52.07652506866885,37.754083655166
B-00071,M-04,Polyester,Op-09,Night,85.048456572956,128.59833641056719,35.25705890655897,11.661148844044611,2026-07-17,60.91090316581305,22.022453522455805
B-00072,M-05,Cotton,Op-08,Evening,1732.7900889355344,241.24844543129925,43.269209907924186,2.1388829289865967,2025-08-31,34.241885704259595,39.73279157002351
B-00073,M-10,Polyester,Op-14,Morning,1055.9632206003364,262.5599134515005,26.452283554762307,14.261480083374021,2025-11-22,79.30005319114355,35.067563705178834
B-00074,M-10,Wool,Op-10,Evening,625.2510750480031,255.42938318548735,9.033564564662129,8.817659496301271,2026-06-25,51.21110046234881,38.12708770189472
B-00075,M-10,Cotton,Op-14,Night,1238.9376564362888,102.27072895348381,306.49031200113893,7.561248987917768,2026-03-15,32.815163784091865,22.376358325361437
B-00076,M-01,Silk,Op-19,Morning,1619.067318898135,216.67375301943193,72.44349165598004,14.470415678643587,2025-08-02,48.7435289761852,25.714241725637216
B-00077,M-08,Cotton,Op-16,Evening,835.3937577791789,292.64450788812223,38.132153356642576,1.1701626456574288,2026-01-30,78.49394133538195,20.863198239011524
B-00078,M-07,Wool,Op-02,Evening,1291.5516636294496,298.5929592238601,39.93983227145188,2.033151906295584,2026-07-13,57.69271422006604,39.38605071238198
B-00079,M-09,Denim,Op-14,Morning,1444.0979572028937,239.14973779692343,66.49539725471138,7.363574906748825,2026-05-23,61.377904004203174,31.686286238462003
B-00080,M-03,Silk,Op-15,Night,568.1695705121869,156.19263791844605,19.7753145752621,14.305760777071821,2025-12-22,74.51318919454582,29.11313505571426
B-00081,M-09,Denim,Op-03,Morning,916.071774471699,137.62423194475227,12.00913801761407,7.491777669159751,2026-06-30,47.667611401302636,31.67312223701744
B-00082,M-05,Denim,Op-16,Evening,1961.5922114992497,297.24214889592054,83.46928101155366,10.774263996276431,2026-04-25,56.80481831720602,26.190552325726557
B-00083,M-02,Silk,Op-14,Evening,1527.096758830819,132.52338786897826,369.57616745429027,13.752980582913795,2025-12-11,71.12686214615846,38.99599826583848
B-00084,M-03,Denim,Op-18,Evening,1127.3645544359283,286.5456966708026,28.25010377883616,13.124894453005718,2026-03-04,32.26093350530947,20.52733948994504
B-00085,M-04,Wool,Op-13,Morning,1715.8299961727494,297.45522586298887,83.7266286613325,3.1058364754493946,2025-07-26,59.70653576760675,27.61781713262043
B-00086,M-03,Denim,Op-02,Morning,1763.178384703563,267.66574094222756,21.607786131909343,7.561704237129584,2025-12-13,50.74097511688326,25.468141438614126
B-00087,M-01,Polyester,Op-14,Night,1797.0835643825799,262.5802018260155,73.24822144534335,14.996047426005829,2026-06-09,79.83184185369527,31.10863411205255
B-00088,M-06,Wool,Op-13,Evening,1917.148594823642,269.9294781354823,92.3337894002009,4.462873424404767,2025-10-11,52.52720676550467,22.5831883030299
B-00089,M-05,Polyester,Op-03,Evening,1409.2619516763202,145.72856110069256,20.49391527719972,10.403809581681994,2026-07-08,60.90641202289479,27.163254360656808
B-00090,M-06,Cotton,Op-10,Evening,1507.3597933891992,204.06154018075864,48.35048507249978,11.81245748429895,2026-02-17,56.008175055599665,37.043630006370805
B-00091,M-10,Denim,Op-20,Night,1341.4069573030793,275.33072053166904,53.93192431220466,6.648760126973558,2026-04-26,36.70076142253204,20.57565352626678
B-00092,M-08,Silk,Op-18,Morning,1430.464327030197,240.81595361984472,34.364763125239506,3.9814982611247505,2026-07-21,36.818573779338486,20.29089331335764
B-00093,M-05,Polyester,Op-13,Evening,1384.8765302819497,178.44880901994645,42.321244516780716,7.124648908332206,2026-07-04,75.20793472468742,26.965109340466007
B-00094,M-07,Silk,Op-01,Night,1675.4795191117146,179.30855646425402,26.611539395159962,9.709213803190229,2025-09-10,73.11818543733726,38.990412473152844
B-00095,M-04,Wool,Op-12,Morning,1889.8814377422416,198.42325861590763,56.13840604674591,4.615421436185417,2025-10-06,52.95678781191307,39.60065150570954
B-00096,M-02,Cotton,Op-10,Evening,993.1274154312623,226.68017086334515,15.01790747834703,4.362038662894703,2026-08-10,33.7931664054332,22.577594438212984
B-00097,M-03,Wool,Op-12,Night,727.8540402684415,127.76543452988203,33.387783099324494,9.972246427245004,2025-12-14,39.09400421995724,26.913345666477262
B-00098,M-06,Cotton,Op-15,Morning,1210.9424603943085,233.51154770420544,20.29225024088207,3.4124781968228177,2026-06-16,39.61445094043354,20.81737232532958
B-00099,M-09,Silk,Op-03,Evening,917.8855085479379,135.40209685534936,16.754484287458897,2.241835472598779,2026-08-20,36.03179355503004,29.215575360654515
B-00100,M-06,Cotton,Op-08,Evening,1046.404791572113,200.68345417097137,36.74556696345241,10.665527600811114,2026-08-15,31.965606992054948,35.98820797818085
B-00101,M-08,Silk,Op-14,Morning,622.6385479233079,274.7157248213555,168.6915813161358,13.892213607445385,2026-06-17,,21.221559197097275
B-00102,M-07,Denim,Op-12,Night,1622.3895355754876,136.90420387127546,56.34589822176952,3.9308905267139442,2025-08-12,48.5236051395691,29.690459703820427
B-00103,M-08,Wool,Op-14,Evening,1053.3704593546586,192.50694322662957,40.59055983209325,11.464593133872592,2026-08-11,31.834160144529896,25.048738886880415
B-00104,M-06,Wool,Op-12,Morning,1842.810256530799,202.33548842313323,57.68860502245656,8.449588793714419,2026-02-05,35.358600566988805,28.948247336469095
B-00105,M-10,Cotton,Op-02,Evening,863.7057554520945,153.8486461898762,15.94221197939256,6.281978283464717,2026-04-25,31.00355988888632,26.441583311663564
B-00106,M-04,Silk,Op-05,Night,991.2460282668719,123.95242636385024,41.2029745183476,13.46738193035853,2026-08-26,59.67962267770243,33.58204638288979
B-00107,M-01,Polyester,Op-01,Evening,1247.663298393586,117.38405761748474,211.02608396843272,8.519491585459669,2026-04-28,59.342055901043956,34.908789483686604
B-00108,M-02,Denim,Op-15,Evening,925.6638586980866,172.61645927972702,45.78389906146937,10.042841378642418,2025-12-08,58.53891523344559,27.121934517956923
B-00109,M-09,Silk,Op-15,Night,1408.6622290353307,147.4453583471989,23.140453547163855,2.4249546166856524,2026-08-12,37.642956959216605,24.919154567690164
B-00110,M-02,Cotton,Op-11,Night,779.8505360769586,157.01903373876942,24.16012489416293,3.4272303341265675,2026-06-13,74.83827123132126,21.604674913232845
B-00111,M-09,Silk,Op-15,Night,1115.5952404844923,296.4757233817213,49.77817761495439,2.568544630352733,2025-10-22,49.892779952287086,39.389408665507375
B-00112,M-04,Denim,Op-15,Morning,1725.60810642392,151.58056540898798,55.68626352587403,3.3924262234609213,2026-01-28,63.43216099622155,38.587519782551716
B-00113,M-06,Polyester,Op-16,Morning,1357.4190342048498,155.99581873205682,36.67401112693839,11.772901064687117,2026-07-12,39.35218742787617,26.473584728084873
B-00114,M-10,Wool,Op-18,Evening,1261.4155680266826,148.48194648301603,41.94147332965176,2.6077155463488495,2025-09-18,60.53100212208163,25.772611064805115
B-00115,M-05,Wool,Op-10,Evening,731.5440729113035,196.2280203709635,11.248651138192807,8.456252055722203,2026-07-05,32.591176841121346,26.732085563878414
B-00116,M-06,Cotton,Op-09,Night,595.0624557091517,297.99204647798905,22.172091895453246,5.512953829646122,2026-05-04,70.49372229273175,25.092813095275275
B-00117,M-01,Wool,Op-09,Morning,1640.34178983453,219.12774812156886,77.3932379054988,7.602066639702217,2026-05-27,50.592045707363425,26.977365330859904
B-00118,M-07,Cotton,Op-05,Night,1745.9291116815937,293.00538213330253,30.116094565533636,2.7401611287976264,2025-10-07,66.54337376018222,38.76680913642076
B-00119,M-05,Silk,Op-19,Night,599.7444010501663,248.22412985801182,25.07572871554909,9.042623584518767,2026-07-15,72.0914388379136,22.79544753252579
B-00120,M-07,Denim,Op-20,Evening,802.4409800716169,132.7311885731409,24.81357508444852,3.299721171033901,2026-01-27,70.72873601156911,33.303944413924
B-00121,M-08,Wool,Op-10,Morning,7313.398928348032,275.44010816262164,130.1377874164142,6.494231503916895,2026-05-07,70.82997197357886,28.78269817140437
B-00122,M-05,Silk,Op-11,Morning,1621.4140702643767,200.54407801849584,51.46711098035095,4.250977732055443,2026-08-24,74.97872866372842,27.67782442746423
B-00123,M-06,Cotton,Op-13,Night,1859.7081664468203,224.84759918279843,43.5101499271352,2.6365725699170968,2026-08-06,76.99160618067376,32.55416106142836
B-00124,M-07,Silk,Op-04,Evening,708.9081089950809,258.8050378540592,29.45079940066987,9.68101858299919,2026-08-17,56.67305459881608,37.87785166101915
B-00125,M-07,Cotton,Op-08,Evening,727.5123195991267,162.34441355910965,23.85919385824514,4.47884795740252,2025-10-30,67.19731462863385,20.670648694715588
B-00126,M-02,Wool,Op-04,Night,1643.6880286110359,275.35312735234993,72.08902023468652,5.789144482022705,2025-12-09,71.06286523360063,22.212634739104146
B-00127,M-02,Polyester,Op-09,Morning,691.2329934979737,179.45745811207345,26.882122131457304,12.162135120913751,2026-05-31,37.49587136743869,24.58502790465283
B-00128,M-10,Wool,Op-15,Night,1580.0548048191115,228.22952657705946,37.649292669894486,10.7152782225394,2025-11-11,57.13622216737981,25.035981178139053
B-00129,M-08,Denim,Op-10,Evening,772.3965752021385,281.6901122667257,36.9911020425098,9.167485126725687,2025-10-29,50.042570838181994,29.240116072882653
B-00130,M-02,Cotton,Op-20,Night,730.0271046741203,217.24596640335943,32.767234733284205,8.082441504382523,2025-12-11,60.572711771732386,20.36220367641681
B-00131,M-10,Polyester,Op-11,Night,1898.1774237254185,213.02663671784177,30.563620937115537,10.753111534276492,2025-12-27,76.12496905886479,34.14477268626797
B-00132,M-02,Wool,Op-06,Morning,1364.4325402502197,221.3430092765712,64.15935729214264,6.937829398233404,2026-04-23,66.82221178123615,38.687340295380295
B-00133,M-07,Denim,Op-11,Night,1176.2590571061983,122.64760916815105,55.08853475471826,14.787776785472683,2025-10-25,71.94490432229671,22.493253624065336
B-00134,M-05,Wool,Op-05,Evening,1804.8445430931924,203.76761142521443,42.2476019287117,9.277856100429009,2026-07-17,49.95013519350651,21.095232776440625
B-00135,M-10,Cotton,Op-10,Night,1704.280172897017,100.92640460092058,79.75046928817945,5.6689884036760185,2026-02-16,49.90843467954717,30.74791205875846
B-00136,M-09,Cotton,Op-14,Night,1019.5189915489419,169.39064037924555,19.35474521872138,11.325017473536477,2026-02-23,,29.044358817796144
B-00137,M-03,Polyester,Op-03,Evening,1178.65927419904,128.17140407595997,54.91825697226615,3.4694178110871263,2026-07-07,54.91838863697399,28.378508990090957
B-00138,M-10,Polyester,Op-20,Evening,1043.5908486749497,216.1176700556087,17.86777671716026,9.851700030873426,2026-06-10,30.65472282941668,33.27074744033421
B-00139,M-07,Silk,Op-08,Evening,1941.6054762041827,129.7325455506226,58.41863804930409,6.804737732178332,2025-10-19,34.26748340393219,39.93748503691894
B-00140,M-08,Polyester,Op-12,Night,1393.0775259800657,113.4152954776855,25.361792173525245,11.499446585588489,2025-11-08,40.49527965477929,37.96108578881427
B-00141,M-04,Wool,Op-05,Evening,786.0315809954998,107.30993356961898,32.243883756213044,7.60893723153999,2026-08-01,58.242056663130825,21.31417278856705
B-00142,M-05,Cotton,Op-06,Evening,1179.9332521220413,204.878053865516,19.126257650870457,7.170678457135194,2026-01-09,50.0381530437663,31.19280662616436
B-00143,M-06,Cotton,Op-14,Morning,772.8921957429067,272.35712420270346,27.63861079868634,14.245616469870859,2026-02-06,48.66546581398765,25.414893462871078
B-00144,M-06,Polyester,Op-05,Morning,1113.1012566471445,105.07727113206897,12.33743589870061,3.186136363126665,2026-04-03,65.79861144236988,33.17847883820303
B-00145,M-02,Cotton,Op-09,Morning,832.9582428994241,146.21495931761427,34.981450306571745,10.406498410382198,2026-06-12,30.98552688771821,22.082171639691477
B-00146,M-01,Polyester,Op-14,Night,767.8169930815004,756.7089404318857,281.0547826179717,4.334558934654171,2025-10-13,34.97206963796726,24.86344381998908
B-00147,M-04,Polyester,Op-10,Evening,1095.7752944276822,233.61702731412925,11.527640406800943,3.8697801358214936,2026-08-27,44.65738651305067,37.9267163704224
B-00148,M-02,Wool,Op-18,Night,628.2627962817021,141.57725102920546,16.873242625897117,1.371450854233476,2025-12-11,39.071771754489866,31.66083121939384
B-00149,M-01,Silk,Op-03,Evening,1839.0075666154623,263.4887123476882,61.81235029893746,5.785442923770264,2026-04-26,42.971171671564626,27.59384816334534
B-00150,M-09,Silk,Op-06,Night,902.0954612343144,224.82978156982682,19.6464036192103,6.731763130677366,2026-01-02,57.60235904259901,28.722530582706334
B-00151,M-01,Silk,Op-07,Morning,1922.6799604432351,252.72115883195215,88.02430521319793,2.961584460730336,2026-05-17,73.42339879489563,29.748623964990273
B-00152,M-01,Polyester,Op-10,Evening,1699.7828839209728,185.0427008938467,53.824251536270516,1.3145703164816436,2025-07-24,,25.37354718769892
B-00153,M-08,Denim,Op-11,Morning,1450.217329739221,151.57753708664046,44.99677379535722,2.950985037019538,2025-12-16,71.74651183996495,39.68804361407104
B-00154,M-07,Wool,Op-06,Night,757.5189287724552,154.4614653038738,25.044075005773703,1.2574694716645343,2026-03-30,75.71494032802495,22.355021657802823
B-00155,M-08,Silk,Op-15,Morning,911.0828310308091,210.83560050315867,9.511552738456015,10.119885436926099,2025-08-20,71.48709018536007,24.128425435212066
B-00156,M-02,Denim,Op-12,Night,705.3284451032109,280.00372836962106,25.816055794804928,13.234461085875214,2025-08-09,59.870655108515415,32.010337208673064
B-00157,M-02,Polyester,Op-12,Evening,763.0569179351744,282.88238918499195,133.49108892030995,6.862787348489023,2026-02-12,49.156926412474874,30.37835410565675
B-00158,M-02,Wool,Op-05,Night,1607.0504246395556,116.5597335850253,34.62831993712089,9.444129532529434,2026-02-21,42.26745548406605,27.785912280839533
B-00159,M-07,Wool,Op-04,Evening,1033.5090746974238,243.8091810368491,37.7714976276667,5.15970401872445,2025-07-27,58.32023201484486,29.521008043981993
B-00160,M-02,Polyester,Op-03,Evening,1905.244608987137,246.51441944205007,64.40320686562664,4.0091653002705945,2026-05-31,31.559156753064233,25.2452808859965
B-00161,M-06,Cotton,Op-18,Night,577.1387202263755,199.27324944024727,8.232266377943448,9.355799884836449,2026-04-01,46.712194540848046,35.41824407491644
B-00162,M-09,Polyester,Op-04,Morning,612.7066726037132,245.63775124072066,12.165953522386038,7.9368784268867785,2026-06-17,64.4201198213868,28.696546772074925
B-00163,M-03,Wool,Op-03,Morning,1728.6534765112997,259.8831757937959,42.246486040121354,10.725750591961974,2026-03-22,43.607256861498136,31.804613337381742
B-00164,M-03,Silk,Op-03,Evening,637.3731099899512,283.46271509244855,11.093681124516285,2.9154608328654597,2026-01-01,77.51186769104012,28.920115459159113
B-00165,M-03,Denim,Op-17,Morning,1312.851421067537,274.58916717528166,49.48276507063598,11.251148409733856,2026-06-25,70.32805739307248,33.175667334214346
B-00166,M-09,Silk,Op-03,Evening,1773.793477347979,149.93360177183717,84.72058673210198,7.851949491003967,2026-05-19,41.06047209098011,39.75336015993294
B-00167,M-03,Wool,Op-19,Morning,559.1402170527589,241.11503450313768,26.06685518743313,13.953476443819321,2026-06-01,39.02876725636668,31.358904611052587
B-00168,M-01,Cotton,Op-02,Night,550.9189678786983,239.484053449368,26.317762462179587,5.162886103215711,2025-07-29,76.21980976882652,39.42116490330736
B-00169,M-09,Silk,Op-10,Evening,1211.3213249861956,272.40853019786266,13.906338734588983,12.823691579490985,2026-04-24,45.95502366216278,36.57830948301355
B-00170,M-08,Denim,Op-07,Evening,1394.4048177230795,146.0017674575406,32.90097965329674,2.6879364008819033,2025-10-21,33.84766008146046,33.9257755175628
B-00171,M-06,Wool,Op-18,Morning,1587.1501572931422,113.07126815978847,36.10782497958012,5.414064729628545,2026-03-17,56.97456461876686,35.81446329677927
B-00172,M-10,Denim,Op-08,Morning,1438.8370646555136,277.1955496472374,64.46559103390241,9.622084634552264,2026-03-13,41.64797373768169,20.48801563113076
B-00173,M-05,Denim,Op-01,Morning,531.9041162755807,274.9403345368399,26.55125160933551,8.405119876380969,2026-02-07,76.95338492564481,35.97566471547331
B-00174,M-08,Silk,Op-18,Morning,1026.0677231775653,253.43765778622537,46.11875272559655,6.62703279052939,2026-07-03,53.99378101519544,32.5501092643674
B-00175,M-10,Wool,Op-07,Evening,1976.1252037989427,253.65468277290364,38.63539347174608,6.848734950342672,2025-11-17,51.06785011385351,34.75164603177783
B-00176,M-10,Cotton,Op-05,Morning,665.7111696970919,170.9244315281553,7.777987957335079,5.021345883157144,2026-02-07,44.81540602279951,24.672155020998197
B-00177,M-07,Wool,Op-02,Morning,526.8109021001208,297.5444779472063,9.86725012312333,6.988823872302072,2026-08-08,49.216332357984086,33.5929456538614
B-00178,M-06,Wool,Op-11,Morning,1924.941775925338,257.2690028831104,91.99158322977992,2.2517540323716334,2026-02-07,50.87903878924642,37.58236615124329
B-00179,M-10,Silk,Op-16,Morning,1201.1022668748046,222.68227784214156,57.30371350749228,3.338475245289053,2026-02-20,79.55843130684883,24.63343402766887
